Phosphate,Carbonate,Silicate,Aluminosilicate,Other,,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Fe,Cu,Zn,As,Se,Rb,Sr,Zr,Mo,Ba
phospathe,,,,,phospathe,"0,50963740424097","6,44158106672375","7,2958808883434","3,27182145778126","4,93804626492248","45,6288647022414","2,56734828224721","25,6832938480377","0,653296657911001","0,00509637404241","0,29218191823262","2,12460711041884","0,338442993405862","0,145298886739854","0,000509637404241","0,000509637404241","0,000509637404241","0,000509637404241","0,05972138747847","0,042332570211574","0,000509637404241"
phospathe,,,,,phospathe,"0,519138602530685","27,7164448104506","14,1565778933292","40,2373480097337","1,36472243984049","3,30403530332788","0,005191386025307","0,636779622246831","0,897351577775689","0,204325094828241","0,810517573533368","10,0355641214433","0,016665765731322","0,000519138602531","0,028409122425667","0,000519138602531","0,000519138602531","0,006458126874668","0,043136352354453","0,015257643138474","0,000519138602531"
phospathe,,,,,phospathe,"0,482713904729912","30,1545018100737","14,1452275753488","43,4018616206664","2,70581771113576","3,21518779082728","1,28438097879822","0,774211532412764","0,367478527761464","0,276786799834336","0,977756528312839","2,1498899164549","0,00048271390473","0,00048271390473","0,042909620745592","0,00048271390473","0,00048271390473","0,004407339919926","0,006455658201466","0,00799911525295","0,00048271390473"
phospathe,,,,,phospathe,"0,479877041005137","30,8788123984115","7,54629500302364","50,0721186771532","0,601717312801201","2,29853657440542","0,004798770410051","0,591015787814102","0,864975684666331","0,110026379783676","0,818161006329437","5,62722319048481","0,000479877041005","0,000479877041005","0,060463405502903","0,003038311791703","0,000479877041005","0,000479877041005","0,035139641255748","0,005401429956077","0,000479877041005"
phospathe,,,,,phospathe,"0,47684903333257","30,9308579663602","11,0165115466443","44,5399843518798","1,90635497823567","5,20619604685579","0,61981349107272","1,1084199796712","0,327947650308317","0,180660090756519","0,467806546470774","3,1887277823926","0,000476849033333","0,000476849033333","0,011328999216945","0,000476849033333","0,000476849033333","0,000476849033333","0,010611281435424","0,005069161167267","0,000476849033333"
phospathe,,,,,phospathe,"0,514221441034716","26,7863212439076","21,1040434245984","37,1079816228575","1,55918484974999","4,23445763235132","0,871853786029754","0,898649376966703","0,829015158765936","0,143338393912547","1,11248499696121","4,78835050168991","0,000514221441035","0,000514221441035","0,011873723245376","0,000514221441035","0,000514221441035","0,006162206266679","0,020969303699127","0,008521230758157","0,000514221441035"
phospathe,,,,,phospathe,"0,537713893251891","25,3282733907231","29,4941383448676","32,4145614774348","1,27853805622557","2,06424495719746","1,19843441244999","0,603079981577736","1,96473896274585","0,005377138932519","0,658336534433714","4,30527375932882","0,089102812072238","0,000537713893252","0,019377853124317","0,000537713893252","0,000537713893252","0,000537713893252","0,030179504663791","0,005940351504398","0,000537713893252"
phospathe,,,,,phospathe,"0,456395655057501","34,3621171646361","4,73003679250798","50,7277861942132","1,04077000440592","4,61519645768725","0,004563956550575","0,823671284253432","0,583807340321532","0,173448625533218","0,977288488231828","1,46370242314976","0,000456395655058","0,000456395655058","0,011878640817946","0,000456395655058","0,000456395655058","0,000456395655058","0,023364111518005","0,0032344871854","0,000456395655058"
phospathe,,,,,phospathe,"0,489949774035131","30,1974084285977","10,7766271466072","47,1159455168458","0,529072401032322","2,1391939640383","0,666666529711724","0,439607612014155","0,473296374357793","0,004899497740351","0,461059359249538","6,59627070656842","0,018812788352465","0,000489949774035","0,080827783655992","0,000489949774035","0,000489949774035","0,000489949774035","0,003061380461282","0,004850987861734","0,000489949774035"
phospathe,,,,,phospathe,"0,498949383580566","34,686246618162","18,4253293285709","38,3137841696595","0,969574129665292","3,3718844520281","0,004989493835806","0,80074914795903","0,38963645012726","0,004989493835806","0,634674056273918","1,84837762512575","0,019629456754971","0,000498949383581","0,006659584415533","0,000498949383581","0,000498949383581","0,000498949383581","0,01761177996064","0,004420083127082","0,000498949383581"
phospathe,,,,,phospathe,"0,501576323898115","28,9455751873469","20,192710926781","40,2501478386607","0,859532228164768","3,13439218711282","1,01474978823318","0,833749555818465","0,354489043338276","0,144441220831246","0,545023892227162","3,14265477181396","0,000501576323898","0,000501576323898","0,015933259268006","0,000501576323898","0,000501576323898","0,011448900340062","0,045525869967074","0,00554112457876","0,000501576323898"
phospathe,,,,,phospathe,"0,521398945141295","21,9647663251169","27,1808788175865","34,8544774928103","1,95500209592748","4,393282508144","1,47559448769462","1,10984939393193","0,44235091320091","0,16038478014927","0,686494572358894","4,1200273348008","1,05558137872451","0,012361094600321","0,024357282346901","0,000521398945141","0,000521398945141","0,019875285057886","0,011374023292458","0,010379072279519","0,000521398945141"
phospathe,,,,,phospathe,"0,541759580062419","33,2476782089452","35,5352618126326","27,6830155148315","0,359933844520572","0,551387465406265","0,005417595800624","0,134230067119612","0,174184301024937","0,078697752197831","0,213386341250834","1,43353591451023","0,009292763388223","0,000541759580062","0,016414327523847","0,000541759580062","0,000541759580062","0,008285298302712","0,004810414582243","0,000541759580062","0,000541759580062"
phospathe,,,,,phospathe,"0,537838781355322","21,6044468454582","34,2070061036253","33,7263151881781","0,834270823356213","1,82956216202083","0,739119078270538","0,428628441451395","0,575962895779427","0,103361502678902","0,539638611110608","4,80409599634098","0,009225510207996","0,000537838781355","0,0386211345625","0,000537838781355","0,000537838781355","0,004358200579346","0,011025152603859","0,00437221729502","0,000537838781355"
phospathe,,,,,phospathe,"0,455050949543406","43,83023357271","1,57052122268978","51,5007959622233","0,083884937985076","0,787899218137497","0,004550509495434","0,004550509495434","0,19364881530489","0,083699646602444","0,407301930759099","1,05701869773069","0,000455050949543","0,000455050949543","0,014516053621216","0,000455050949543","0,000455050949543","0,000455050949543","0,003142617054858","0,000455050949543","0,000455050949543"
phospathe,,,,,phospathe,"0,58484748761418","16,1146269611875","53,6970583260476","17,7952319591265","1,09526647399736","3,84151586716394","1,1447741119012","0,656964766016028","0,698268826480673","0,005848474876142","0,197513691101335","4,09021460762099","0,038286682851399","0,000584847487614","0,015299926266301","0,000584847487614","0,000584847487614","0,003804645833601","0,013078673098449","0,005059128866282","0,000584847487614"
